"","wojewodztwo","powiat_miasto","liczba_szczepien_ogolnie","liczba_szczepien_dziennie","dawka_2_ogolem","dawka_2_dziennie","teryt"
"1","woj_puste","pow_puste",4,0,0,0,"t00"
"2","dolnoœl¹skie","boles³awiecki",78672,0,34392,0,"t0201"
"3","dolnoœl¹skie","dzier¿oniowski",74719,0,33820,0,"t0202"
"4","dolnoœl¹skie","g³ogowski",70882,0,31110,0,"t0203"
"5","dolnoœl¹skie","górowski",28237,0,12537,0,"t0204"
"6","dolnoœl¹skie","jaworski",41861,0,18321,0,"t0205"
"7","dolnoœl¹skie","jeleniogórski",55015,0,24524,0,"t0206"
"8","dolnoœl¹skie","kamiennogórski",34683,0,15688,0,"t0207"
"9","dolnoœl¹skie","k³odzki",139808,0,62604,0,"t0208"
"10","dolnoœl¹skie","legnicki",46712,0,20228,0,"t0209"
"11","dolnoœl¹skie","lubañski",32710,0,13296,0,"t0210"
"12","dolnoœl¹skie","lubiñski",133305,0,61560,0,"t0211"
"13","dolnoœl¹skie","lwówecki",45119,0,20281,0,"t0212"
"14","dolnoœl¹skie","milicki",36930,0,16916,0,"t0213"
"15","dolnoœl¹skie","oleœnicki",108250,1,47870,0,"t0214"
"16","dolnoœl¹skie","o³awski",47908,0,21833,0,"t0215"
"17","dolnoœl¹skie","polkowicki",44190,0,19002,0,"t0216"
"18","dolnoœl¹skie","strzeliñski",40015,0,18090,0,"t0217"
"19","dolnoœl¹skie","œredzki",24139,18,10954,1,"t0218"
"20","dolnoœl¹skie","œwidnicki",112214,0,49416,0,"t0219"
"21","dolnoœl¹skie","trzebnicki",64125,0,29995,0,"t0220"
"22","dolnoœl¹skie","wa³brzyski",34317,0,15744,0,"t0221"
"23","dolnoœl¹skie","wo³owski",45424,0,19653,0,"t0222"
"24","dolnoœl¹skie","wroc³awski",110420,0,50957,0,"t0223"
"25","dolnoœl¹skie","z¹bkowicki",60545,0,27024,0,"t0224"
"26","dolnoœl¹skie","zgorzelecki",64917,0,28337,0,"t0225"
"27","dolnoœl¹skie","z³otoryjski",37403,0,16364,0,"t0226"
"28","dolnoœl¹skie","Jelenia Góra",97694,0,45032,0,"t0261"
"29","dolnoœl¹skie","Legnica",97724,0,44176,0,"t0262"
"30","dolnoœl¹skie","Wroc³aw",1130752,244,509149,48,"t0264"
"31","dolnoœl¹skie","Wa³brzych",224334,21,101077,8,"t0265"
"32","kujawsko-pomorskie","aleksandrowski",138382,0,64289,0,"t0401"
"33","kujawsko-pomorskie","brodnicki",78124,0,35660,0,"t0402"
"34","kujawsko-pomorskie","bydgoski",82298,0,38056,0,"t0403"
"35","kujawsko-pomorskie","che³miñski",45169,2,20500,0,"t0404"
"36","kujawsko-pomorskie","golubsko-dobrzyñski",38391,0,17458,0,"t0405"
"37","kujawsko-pomorskie","grudzi¹dzki",28213,0,12611,0,"t0406"
"38","kujawsko-pomorskie","inowroc³awski",112263,0,51554,0,"t0407"
"39","kujawsko-pomorskie","lipnowski",57466,0,25907,0,"t0408"
"40","kujawsko-pomorskie","mogileñski",35888,0,16345,0,"t0409"
"41","kujawsko-pomorskie","nakielski",91197,0,39708,0,"t0410"
"42","kujawsko-pomorskie","radziejowski",46962,0,21618,0,"t0411"
"43","kujawsko-pomorskie","rypiñski",38722,0,17757,0,"t0412"
"44","kujawsko-pomorskie","sêpoleñski",52304,0,23132,0,"t0413"
"45","kujawsko-pomorskie","œwiecki",84951,0,37921,0,"t0414"
"46","kujawsko-pomorskie","toruñski",76326,0,32896,0,"t0415"
"47","kujawsko-pomorskie","tucholski",41961,0,18882,0,"t0416"
"48","kujawsko-pomorskie","w¹brzeski",30587,0,13509,0,"t0417"
"49","kujawsko-pomorskie","w³oc³awski",69478,0,32407,0,"t0418"
"50","kujawsko-pomorskie","¿niñski",56013,0,26118,0,"t0419"
"51","kujawsko-pomorskie","Bydgoszcz",470238,86,210290,17,"t0461"
"52","kujawsko-pomorskie","Grudzi¹dz",132165,5,59556,0,"t0462"
"53","kujawsko-pomorskie","Toruñ",214599,0,94137,0,"t0463"
"54","kujawsko-pomorskie","W³oc³awek",103230,0,44769,0,"t0464"
"55","lubelskie","bialski",66917,0,29481,0,"t0601"
"56","lubelskie","bi³gorajski",59305,8,27071,0,"t0602"
"57","lubelskie","che³mski",39242,0,17847,0,"t0603"
"58","lubelskie","hrubieszowski",49238,0,21797,0,"t0604"
"59","lubelskie","janowski",34157,0,15427,0,"t0605"
"60","lubelskie","krasnostawski",45003,63,19969,5,"t0606"
"61","lubelskie","kraœnicki",73138,0,33164,0,"t0607"
"62","lubelskie","lubartowski",60913,141,27538,18,"t0608"
"63","lubelskie","lubelski",92798,0,40769,0,"t0609"
"64","lubelskie","³êczyñski",43400,0,20049,0,"t0610"
"65","lubelskie","³ukowski",62154,0,28121,0,"t0611"
"66","lubelskie","opolski",49807,67,22164,10,"t0612"
"67","lubelskie","parczewski",31042,0,13630,0,"t0613"
"68","lubelskie","pu³awski",107058,6,48999,0,"t0614"
"69","lubelskie","radzyñski",33753,0,15330,0,"t0615"
"70","lubelskie","rycki",57535,0,26838,0,"t0616"
"71","lubelskie","œwidnicki",51662,0,23418,0,"t0617"
"72","lubelskie","tomaszowski",60668,0,27240,0,"t0618"
"73","lubelskie","w³odawski",37737,0,16897,0,"t0619"
"74","lubelskie","zamojski",52786,0,24823,0,"t0620"
"75","lubelskie","Bia³a Podlaska",77409,0,34894,0,"t0661"
"76","lubelskie","Che³m",69365,80,30407,2,"t0662"
"77","lubelskie","Lublin",493456,35,213194,7,"t0663"
"78","lubelskie","Zamoœæ",97624,0,44231,0,"t0664"
"79","lubuskie","gorzowski",32328,0,14472,0,"t0801"
"80","lubuskie","kroœnieñski",54462,0,24964,0,"t0802"
"81","lubuskie","miêdzyrzecki",71893,1,32464,0,"t0803"
"82","lubuskie","nowosolski",99882,0,43021,0,"t0804"
"83","lubuskie","s³ubicki",41919,0,19319,0,"t0805"
"84","lubuskie","strzelecko-drezdenecki",55274,0,23680,0,"t0806"
"85","lubuskie","sulêciñski",34418,15,14873,0,"t0807"
"86","lubuskie","œwiebodziñski",59059,0,26400,0,"t0808"
"87","lubuskie","zielonogórski",94648,0,42802,0,"t0809"
"88","lubuskie","¿agañski",74467,0,32582,0,"t0810"
"89","lubuskie","¿arski",107229,12,48809,0,"t0811"
"90","lubuskie","wschowski",29679,0,13854,0,"t0812"
"91","lubuskie","Gorzów Wielkopolski",169009,0,73445,0,"t0861"
"92","lubuskie","Zielona Góra",165030,0,74930,0,"t0862"
"93","³ódzkie","be³chatowski",79687,0,35461,0,"t1001"
"94","³ódzkie","kutnowski",95393,7,44959,0,"t1002"
"95","³ódzkie","³aski",38797,0,18031,0,"t1003"
"96","³ódzkie","³êczycki",55556,0,24905,0,"t1004"
"97","³ódzkie","³owicki",95657,0,44622,0,"t1005"
"98","³ódzkie","³ódzki wschodni",40694,0,17797,0,"t1006"
"99","³ódzkie","opoczyñski",63988,55,28342,13,"t1007"
"100","³ódzkie","pabianicki",117335,1,53627,1,"t1008"
"101","³ódzkie","pajêczañski",31253,0,14061,0,"t1009"
"102","³ódzkie","piotrkowski",53463,0,24426,0,"t1010"
"103","³ódzkie","poddêbicki",39723,0,18399,0,"t1011"
"104","³ódzkie","radomszczañski",95503,0,43731,0,"t1012"
"105","³ódzkie","rawski",31360,119,14064,44,"t1013"
"106","³ódzkie","sieradzki",107165,30,47882,5,"t1014"
"107","³ódzkie","skierniewicki",25350,0,11778,0,"t1015"
"108","³ódzkie","tomaszowski",113135,0,52082,0,"t1016"
"109","³ódzkie","wieluñski",92771,0,43063,0,"t1017"
"110","³ódzkie","wieruszowski",35407,0,15640,0,"t1018"
"111","³ódzkie","zduñskowolski",53841,0,24370,0,"t1019"
"112","³ódzkie","zgierski",140778,31,63971,2,"t1020"
"113","³ódzkie","brzeziñski",36944,0,17175,0,"t1021"
"114","³ódzkie","£ódŸ",978756,195,442222,14,"t1061"
"115","³ódzkie","Piotrków Trybunalski",89839,0,40179,0,"t1062"
"116","³ódzkie","Skierniewice",78127,13,35554,0,"t1063"
"117","ma³opolskie","bocheñski",83603,0,36711,0,"t1201"
"118","ma³opolskie","brzeski",71540,0,32436,0,"t1202"
"119","ma³opolskie","chrzanowski",118343,0,52816,0,"t1203"
"120","ma³opolskie","d¹browski",45157,0,20763,0,"t1204"
"121","ma³opolskie","gorlicki",91633,19,42030,0,"t1205"
"122","ma³opolskie","krakowski",171304,0,78046,0,"t1206"
"123","ma³opolskie","limanowski",94640,16,42449,0,"t1207"
"124","ma³opolskie","miechowski",64058,0,30036,0,"t1208"
"125","ma³opolskie","myœlenicki",110434,72,50780,4,"t1209"
"126","ma³opolskie","nowos¹decki",138028,9,60699,0,"t1210"
"127","ma³opolskie","nowotarski",139139,0,61826,0,"t1211"
"128","ma³opolskie","olkuski",115342,61,52572,4,"t1212"
"129","ma³opolskie","oœwiêcimski",129123,0,59464,0,"t1213"
"130","ma³opolskie","proszowicki",46441,0,21757,0,"t1214"
"131","ma³opolskie","suski",73631,0,34063,0,"t1215"
"132","ma³opolskie","tarnowski",101020,3,46051,0,"t1216"
"133","ma³opolskie","tatrzañski",38256,0,17390,0,"t1217"
"134","ma³opolskie","wadowicki",127908,10,56355,0,"t1218"
"135","ma³opolskie","wielicki",118144,9,52472,0,"t1219"
"136","ma³opolskie","Kraków",1265119,232,578608,29,"t1261"
"137","ma³opolskie","Nowy S¹cz",68929,0,31536,0,"t1262"
"138","ma³opolskie","Tarnów",124023,132,54489,5,"t1263"
"139","mazowieckie","bia³obrzeski",38053,0,17711,0,"t1401"
"140","mazowieckie","ciechanowski",85696,0,39388,0,"t1402"
"141","mazowieckie","garwoliñski",88426,0,41364,0,"t1403"
"142","mazowieckie","gostyniñski",30584,0,14308,0,"t1404"
"143","mazowieckie","grodziski",102021,0,45782,0,"t1405"
"144","mazowieckie","grójecki",112312,17,51509,3,"t1406"
"145","mazowieckie","kozienicki",47461,0,21965,0,"t1407"
"146","mazowieckie","legionowski",84053,98,35414,5,"t1408"
"147","mazowieckie","lipski",28281,3,13085,0,"t1409"
"148","mazowieckie","³osicki",20120,0,9392,0,"t1410"
