wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;5048;1.32;68;8;60;297;10804;165716;20632;5720;14202;710;t0000
dolnoœl¹skie;boles³awiecki;17;1.89;;;;;43;343;33;17;16;0;t0201
dolnoœl¹skie;dzier¿oniowski;3;0.30;;;;;7;187;20;5;14;1;t0202
dolnoœl¹skie;g³ogowski;9;1.01;;;;;20;247;36;10;25;1;t0203
dolnoœl¹skie;górowski;1;0.29;;;;;12;98;7;2;5;0;t0204
dolnoœl¹skie;jaworski;5;1.00;;;;;19;118;20;6;14;0;t0205
dolnoœl¹skie;jeleniogórski;1;0.16;;;;;15;178;9;5;4;0;t0206
dolnoœl¹skie;kamiennogórski;1;0.23;;;;;4;133;14;1;13;0;t0207
dolnoœl¹skie;k³odzki;9;0.57;;;;;14;351;51;9;41;1;t0208
dolnoœl¹skie;legnicki;1;0.18;;;;;2;140;18;1;16;1;t0209
dolnoœl¹skie;lubañski;;;;;;;14;283;1;0;1;0;t0210
dolnoœl¹skie;lubiñski;4;0.38;;;;1;20;323;36;5;30;1;t0211
dolnoœl¹skie;lwówecki;;;;;;1;6;152;5;0;5;0;t0212
dolnoœl¹skie;milicki;3;0.81;;;;;5;127;10;3;7;0;t0213
dolnoœl¹skie;oleœnicki;20;1.86;;;;;21;379;48;22;26;0;t0214
dolnoœl¹skie;o³awski;12;1.56;;;;;5;374;38;13;25;0;t0215
dolnoœl¹skie;polkowicki;2;0.32;;;;;12;151;19;2;17;0;t0216
dolnoœl¹skie;strzeliñski;9;2.07;;;;;;137;24;10;13;1;t0217
dolnoœl¹skie;œredzki;5;0.90;;;;;12;215;15;5;10;0;t0218
dolnoœl¹skie;œwidnicki;7;0.45;;;;;38;783;34;8;26;0;t0219
dolnoœl¹skie;trzebnicki;5;0.59;;;;;19;340;32;7;25;0;t0220
dolnoœl¹skie;wa³brzyski;8;1.44;;;;;16;271;31;10;21;0;t0221
dolnoœl¹skie;wo³owski;4;0.86;;;;;11;227;18;4;14;0;t0222
dolnoœl¹skie;wroc³awski;15;0.97;;;;;34;810;83;17;66;0;t0223
dolnoœl¹skie;z¹bkowicki;8;1.24;;;;;22;191;25;9;15;1;t0224
dolnoœl¹skie;zgorzelecki;5;0.56;;;;;22;420;15;5;10;0;t0225
dolnoœl¹skie;z³otoryjski;2;0.46;;;;;3;332;6;2;4;0;t0226
dolnoœl¹skie;Jelenia Góra;2;0.25;;;;;26;250;8;3;5;0;t0261
dolnoœl¹skie;Legnica;9;0.91;;;;;9;435;42;10;32;0;t0262
dolnoœl¹skie;Wroc³aw;39;0.61;;;;3;135;2378;293;51;237;5;t0264
dolnoœl¹skie;Wa³brzych;13;1.18;;;;;29;353;69;18;51;0;t0265
kujawsko-pomorskie;aleksandrowski;1;0.18;;;;;30;214;9;1;8;0;t0401
kujawsko-pomorskie;brodnicki;11;1.39;;;;;24;448;48;13;35;0;t0402
kujawsko-pomorskie;bydgoski;52;4.35;;;;7;68;1257;112;54;55;3;t0403
kujawsko-pomorskie;che³miñski;8;1.54;;;;2;23;435;56;18;37;1;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;3;0.67;;;;;11;182;12;3;8;1;t0405
kujawsko-pomorskie;grudzi¹dzki;10;2.49;1;;1;;21;398;23;10;13;0;t0406
kujawsko-pomorskie;inowroc³awski;35;2.20;4;;4;;78;1001;99;53;45;1;t0407
kujawsko-pomorskie;lipnowski;3;0.46;;;;;11;309;21;4;17;0;t0408
kujawsko-pomorskie;mogileñski;2;0.44;;;;;23;231;9;2;7;0;t0409
kujawsko-pomorskie;nakielski;21;2.44;;;;2;31;707;40;21;19;0;t0410
kujawsko-pomorskie;radziejowski;6;1.49;;;;;3;220;15;6;8;1;t0411
kujawsko-pomorskie;rypiñski;2;0.46;;;;;9;167;12;2;10;0;t0412
kujawsko-pomorskie;sêpoleñski;1;0.24;;;;;11;343;28;1;25;2;t0413
kujawsko-pomorskie;œwiecki;22;2.22;;;;6;47;854;44;24;20;0;t0414
kujawsko-pomorskie;toruñski;29;2.66;;;;2;58;1020;75;34;39;2;t0415
kujawsko-pomorskie;tucholski;23;4.76;;;;;16;413;46;24;20;2;t0416
kujawsko-pomorskie;w¹brzeski;1;0.29;;;;;14;197;17;1;16;0;t0417
kujawsko-pomorskie;w³oc³awski;12;1.40;;;;;45;442;34;12;21;1;t0418
kujawsko-pomorskie;¿niñski;10;1.43;1;;1;;30;500;34;13;21;0;t0419
kujawsko-pomorskie;Bydgoszcz;124;3.58;;;;31;208;2794;410;158;244;8;t0461
kujawsko-pomorskie;Grudzi¹dz;35;3.72;1;;1;1;58;758;68;36;31;1;t0462
kujawsko-pomorskie;Toruñ;36;1.79;2;;2;9;131;1393;101;37;60;4;t0463
kujawsko-pomorskie;W³oc³awek;25;2.29;2;;2;;46;595;69;25;43;1;t0464
lubelskie;bialski;5;0.45;;;;;19;330;25;5;20;0;t0601
lubelskie;bi³gorajski;3;0.30;;;;;6;144;29;3;26;0;t0602
lubelskie;che³mski;10;1.29;;;;;21;354;20;10;10;0;t0603
lubelskie;hrubieszowski;7;1.12;;;;;17;265;44;7;36;1;t0604
lubelskie;janowski;;;;;;;3;70;4;0;4;0;t0605
lubelskie;krasnostawski;6;0.95;;;;4;59;478;31;6;25;0;t0606
lubelskie;kraœnicki;7;0.74;6;;6;;32;282;31;8;22;1;t0607
lubelskie;lubartowski;7;0.79;;;;5;18;340;44;11;33;0;t0608
lubelskie;lubelski;29;1.86;;;;6;45;686;107;32;70;5;t0609
lubelskie;³êczyñski;7;1.22;;;;;23;306;22;7;15;0;t0610
lubelskie;³ukowski;4;0.38;;;;;15;169;25;4;21;0;t0611
lubelskie;opolski;18;3.05;;;;2;18;269;37;19;18;0;t0612
lubelskie;parczewski;2;0.58;;;;;8;101;9;3;6;0;t0613
lubelskie;pu³awski;12;1.06;;;;1;32;506;66;15;51;0;t0614
lubelskie;radzyñski;9;1.54;;;;;9;160;18;9;9;0;t0615
lubelskie;rycki;;;;;;1;7;179;3;0;3;0;t0616
lubelskie;œwidnicki;24;3.35;;;;2;28;509;69;25;43;1;t0617
lubelskie;tomaszowski;;;;;;;15;190;24;1;23;0;t0618
lubelskie;w³odawski;9;2.36;;;;;10;180;26;9;17;0;t0619
lubelskie;zamojski;9;0.85;;;;;11;247;39;9;29;1;t0620
lubelskie;Bia³a Podlaska;3;0.52;;;;;15;180;18;4;14;0;t0661
lubelskie;Che³m;15;2.44;1;;1;;35;378;34;17;17;0;t0662
lubelskie;Lublin;74;2.18;;;;1;126;1430;250;77;171;2;t0663
lubelskie;Zamoœæ;8;1.27;;;;;18;186;41;11;30;0;t0664
lubuskie;gorzowski;3;0.42;;;;;39;385;11;3;8;0;t0801
lubuskie;kroœnieñski;4;0.73;;;;;19;529;13;4;9;0;t0802
lubuskie;miêdzyrzecki;11;1.92;;;;;37;346;39;13;26;0;t0803
lubuskie;nowosolski;5;0.58;;;;;18;333;20;6;13;1;t0804
lubuskie;s³ubicki;20;4.26;;;;2;43;430;48;21;25;2;t0805
lubuskie;strzelecko-drezdenecki;20;4.09;;;;5;25;213;38;20;18;0;t0806
lubuskie;sulêciñski;;;;;;;13;351;20;1;18;1;t0807
lubuskie;œwiebodziñski;11;1.98;;;;;20;371;27;11;16;0;t0808
lubuskie;zielonogórski;4;0.53;;;;;24;501;20;4;14;2;t0809
lubuskie;¿agañski;3;0.38;;;;;13;247;21;3;17;1;t0810
