"Date","wojewodztwo","calkowite","ogolem","stan_rekordu_na"
2021-03-18,"zachodniopomorskie",73085,204349,2021-03-17
2021-03-19,"cały kraj",1729378,4888640,2021-03-18
2021-03-19,"dolnośląskie",147290,417683,2021-03-18
2021-03-19,"kujawsko.pomorskie",87280,243555,2021-03-18
2021-03-19,"łódzkie",121564,328259,2021-03-18
2021-03-19,"lubelskie",100724,280684,2021-03-18
2021-03-19,"lubuskie",42846,119546,2021-03-18
2021-03-19,"małopolskie",141706,404873,2021-03-18
2021-03-19,"mazowieckie",270485,763908,2021-03-18
2021-03-19,"opolskie",44769,124237,2021-03-18
2021-03-19,"podkarpackie",87868,248287,2021-03-18
2021-03-19,"podlaskie",56237,161079,2021-03-18
2021-03-19,"pomorskie",115357,328829,2021-03-18
2021-03-19,"śląskie",184859,524766,2021-03-18
2021-03-19,"świętokrzyskie",49993,138450,2021-03-18
2021-03-19,"warmińsko.mazurskie",59896,175886,2021-03-18
2021-03-19,"wielkopolskie",142700,418306,2021-03-18
2021-03-19,"zachodniopomorskie",75804,210292,2021-03-18
2021-03-20,"cały kraj",1768720,4978631,2021-03-19
2021-03-20,"dolnośląskie",149852,424441,2021-03-19
2021-03-20,"kujawsko.pomorskie",88903,247537,2021-03-19
2021-03-20,"łódzkie",124344,333846,2021-03-19
2021-03-20,"lubelskie",103283,286658,2021-03-19
2021-03-20,"lubuskie",43529,121491,2021-03-19
2021-03-20,"małopolskie",144967,412689,2021-03-19
2021-03-20,"mazowieckie",277298,778124,2021-03-19
2021-03-20,"opolskie",45535,125882,2021-03-19
2021-03-20,"podkarpackie",90175,253936,2021-03-19
2021-03-20,"podlaskie",57985,164859,2021-03-19
2021-03-20,"pomorskie",117833,334625,2021-03-19
2021-03-20,"śląskie",188836,533981,2021-03-19
2021-03-20,"świętokrzyskie",51321,141043,2021-03-19
2021-03-20,"warmińsko.mazurskie",61546,179550,2021-03-19
2021-03-20,"wielkopolskie",145976,425731,2021-03-19
2021-03-20,"zachodniopomorskie",77337,214238,2021-03-19
2021-03-21,"cały kraj",1779101,5009274,2021-03-20
2021-03-21,"dolnośląskie",150730,427712,2021-03-20
2021-03-21,"kujawsko.pomorskie",89032,248630,2021-03-20
2021-03-21,"łódzkie",124976,335949,2021-03-20
2021-03-21,"lubelskie",103636,287717,2021-03-20
2021-03-21,"lubuskie",43718,122128,2021-03-20
2021-03-21,"małopolskie",146419,415555,2021-03-20
2021-03-21,"mazowieckie",279061,783840,2021-03-20
2021-03-21,"opolskie",45649,126839,2021-03-20
2021-03-21,"podkarpackie",91317,256941,2021-03-20
2021-03-21,"podlaskie",58140,165984,2021-03-20
2021-03-21,"pomorskie",118523,336671,2021-03-20
2021-03-21,"śląskie",189996,536138,2021-03-20
2021-03-21,"świętokrzyskie",51548,141610,2021-03-20
2021-03-21,"warmińsko.mazurskie",62044,180401,2021-03-20
2021-03-21,"wielkopolskie",146690,427862,2021-03-20
2021-03-21,"zachodniopomorskie",77622,215297,2021-03-20
2021-03-22,"cały kraj",1782648,5021247,2021-03-21
2021-03-22,"dolnośląskie",151257,429048,2021-03-21
2021-03-22,"kujawsko.pomorskie",89037,248914,2021-03-21
2021-03-22,"łódzkie",125210,336659,2021-03-21
2021-03-22,"lubelskie",103745,288281,2021-03-21
2021-03-22,"lubuskie",43722,122368,2021-03-21
2021-03-22,"małopolskie",147118,416847,2021-03-21
2021-03-22,"mazowieckie",279476,785904,2021-03-21
2021-03-22,"opolskie",45733,126954,2021-03-21
2021-03-22,"podkarpackie",91412,258325,2021-03-21
2021-03-22,"podlaskie",58147,166058,2021-03-21
2021-03-22,"pomorskie",119061,337971,2021-03-21
2021-03-22,"śląskie",190568,537249,2021-03-21
2021-03-22,"świętokrzyskie",51548,141670,2021-03-21
2021-03-22,"warmińsko.mazurskie",62050,180762,2021-03-21
2021-03-22,"wielkopolskie",146808,428345,2021-03-21
2021-03-22,"zachodniopomorskie",77756,215892,2021-03-21
2021-03-23,"cały kraj",1787349,5072716,2021-03-22
2021-03-23,"dolnośląskie",152071,433796,2021-03-22
2021-03-23,"kujawsko.pomorskie",89185,251916,2021-03-22
2021-03-23,"łódzkie",125529,339706,2021-03-22
2021-03-23,"lubelskie",104136,290926,2021-03-22
2021-03-23,"lubuskie",43790,123904,2021-03-22
2021-03-23,"małopolskie",147722,421605,2021-03-22
2021-03-23,"mazowieckie",280003,793478,2021-03-22
2021-03-23,"opolskie",45794,128082,2021-03-22
2021-03-23,"podkarpackie",91513,260790,2021-03-22
2021-03-23,"podlaskie",58440,168053,2021-03-22
2021-03-23,"pomorskie",119668,341164,2021-03-22
2021-03-23,"śląskie",191031,541955,2021-03-22
2021-03-23,"świętokrzyskie",51578,143362,2021-03-22
2021-03-23,"warmińsko.mazurskie",62055,183179,2021-03-22
2021-03-23,"wielkopolskie",146948,432827,2021-03-22
2021-03-23,"zachodniopomorskie",77886,217973,2021-03-22
2021-03-24,"cały kraj",1806860,5188316,2021-03-23
2021-03-24,"dolnośląskie",154408,444166,2021-03-23
2021-03-24,"kujawsko.pomorskie",89825,259066,2021-03-23
2021-03-24,"łódzkie",126683,346222,2021-03-23
2021-03-24,"lubelskie",104974,297966,2021-03-23
2021-03-24,"lubuskie",44189,127210,2021-03-23
2021-03-24,"małopolskie",149097,430289,2021-03-23
2021-03-24,"mazowieckie",282627,810267,2021-03-23
2021-03-24,"opolskie",46288,131056,2021-03-23
2021-03-24,"podkarpackie",92480,266555,2021-03-23
2021-03-24,"podlaskie",59184,172348,2021-03-23
2021-03-24,"pomorskie",121150,348516,2021-03-23
2021-03-24,"śląskie",193604,554527,2021-03-23
2021-03-24,"świętokrzyskie",51871,147134,2021-03-23
2021-03-24,"warmińsko.mazurskie",62976,187491,2021-03-23
2021-03-24,"wielkopolskie",149003,442712,2021-03-23
2021-03-24,"zachodniopomorskie",78501,222791,2021-03-23
2021-03-25,"cały kraj",1856219,5375773,2021-03-24
2021-03-25,"dolnośląskie",158604,460381,2021-03-24
2021-03-25,"kujawsko.pomorskie",92243,268975,2021-03-24
2021-03-25,"łódzkie",129874,358067,2021-03-24
2021-03-25,"lubelskie",108085,308631,2021-03-24
2021-03-25,"lubuskie",45547,132604,2021-03-24
2021-03-25,"małopolskie",152294,444681,2021-03-24
2021-03-25,"mazowieckie",289916,838465,2021-03-24
2021-03-25,"opolskie",47433,135901,2021-03-24
2021-03-25,"podkarpackie",95288,276574,2021-03-24
2021-03-25,"podlaskie",61241,179035,2021-03-24
2021-03-25,"pomorskie",124417,360185,2021-03-24
2021-03-25,"śląskie",199082,574388,2021-03-24
2021-03-25,"świętokrzyskie",52953,153083,2021-03-24
2021-03-25,"warmińsko.mazurskie",64751,194684,2021-03-24
2021-03-25,"wielkopolskie",154227,459826,2021-03-24
2021-03-25,"zachodniopomorskie",80264,230293,2021-03-24
2021-03-26,"cały kraj",1927715,5589320,2021-03-25
2021-03-26,"dolnośląskie",164492,478325,2021-03-25
2021-03-26,"kujawsko.pomorskie",95691,279570,2021-03-25
2021-03-26,"łódzkie",134740,372780,2021-03-25
2021-03-26,"lubelskie",112389,321796,2021-03-25
2021-03-26,"lubuskie",47010,137719,2021-03-25
2021-03-26,"małopolskie",158082,461619,2021-03-25
2021-03-26,"mazowieckie",300665,868763,2021-03-25
2021-03-26,"opolskie",49298,141397,2021-03-25
2021-03-26,"podkarpackie",98907,288200,2021-03-25
2021-03-26,"podlaskie",64275,186834,2021-03-25
2021-03-26,"pomorskie",129306,373694,2021-03-25
2021-03-26,"śląskie",206400,598478,2021-03-25
2021-03-26,"świętokrzyskie",54896,159859,2021-03-25
2021-03-26,"warmińsko.mazurskie",67120,202844,2021-03-25
2021-03-26,"wielkopolskie",161284,478215,2021-03-25
2021-03-26,"zachodniopomorskie",83160,239227,2021-03-25
2021-03-27,"cały kraj",1968799,5749901,2021-03-26
2021-03-27,"dolnośląskie",167136,490558,2021-03-26
2021-03-27,"kujawsko.pomorskie",97232,287214,2021-03-26
2021-03-27,"łódzkie",137257,382643,2021-03-26
2021-03-27,"lubelskie",115356,331500,2021-03-26
2021-03-27,"lubuskie",48047,142678,2021-03-26
2021-03-27,"małopolskie",160833,473297,2021-03-26
2021-03-27,"mazowieckie",306964,894251,2021-03-26
2021-03-27,"opolskie",50178,145228,2021-03-26
2021-03-27,"podkarpackie",101621,297440,2021-03-26
2021-03-27,"podlaskie",66075,192854,2021-03-26
2021-03-27,"pomorskie",132101,382710,2021-03-26
2021-03-27,"śląskie",210543,616372,2021-03-26
2021-03-27,"świętokrzyskie",56698,165429,2021-03-26
2021-03-27,"warmińsko.mazurskie",68439,209090,2021-03-26
2021-03-27,"wielkopolskie",165458,492710,2021-03-26
2021-03-27,"zachodniopomorskie",84861,245927,2021-03-26
2021-03-28,"cały kraj",1984330,5840105,2021-03-27
2021-03-28,"dolnośląskie",168224,497626,2021-03-27
2021-03-28,"kujawsko.pomorskie",97610,290898,2021-03-27
2021-03-28,"łódzkie",137680,388098,2021-03-27
2021-03-28,"lubelskie",116275,335719,2021-03-27
2021-03-28,"lubuskie",48341,145818,2021-03-27
2021-03-28,"małopolskie",161840,480196,2021-03-27
2021-03-28,"mazowieckie",309524,910160,2021-03-27
2021-03-28,"opolskie",50440,147629,2021-03-27
2021-03-28,"podkarpackie",103395,304937,2021-03-27
2021-03-28,"podlaskie",66695,196174,2021-03-27
2021-03-28,"pomorskie",133314,387198,2021-03-27
2021-03-28,"śląskie",212348,626227,2021-03-27
2021-03-28,"świętokrzyskie",57472,168759,2021-03-27
2021-03-28,"warmińsko.mazurskie",68847,211826,2021-03-27
2021-03-28,"wielkopolskie",167123,500203,2021-03-27
2021-03-28,"zachodniopomorskie",85202,248637,2021-03-27
2021-03-29,"cały kraj",1991501,5876806,2021-03-28
2021-03-29,"dolnośląskie",168708,501014,2021-03-28
2021-03-29,"kujawsko.pomorskie",97733,292072,2021-03-28
2021-03-29,"łódzkie",137866,389956,2021-03-28
2021-03-29,"lubelskie",116686,336916,2021-03-28
2021-03-29,"lubuskie",48342,146843,2021-03-28
2021-03-29,"małopolskie",162093,481588,2021-03-28
2021-03-29,"mazowieckie",310900,917747,2021-03-28
2021-03-29,"opolskie",50580,148876,2021-03-28
2021-03-29,"podkarpackie",104242,309132,2021-03-28
2021-03-29,"podlaskie",66963,198682,2021-03-28
2021-03-29,"pomorskie",133876,389382,2021-03-28
2021-03-29,"śląskie",213504,629554,2021-03-28
2021-03-29,"świętokrzyskie",57543,169140,2021-03-28
2021-03-29,"warmińsko.mazurskie",69184,213164,2021-03-28
2021-03-29,"wielkopolskie",167931,502653,2021-03-28
2021-03-29,"zachodniopomorskie",85350,250087,2021-03-28
2021-03-30,"cały kraj",2001282,5958034,2021-03-29
2021-03-30,"dolnośląskie",170305,507774,2021-03-29
2021-03-30,"kujawsko.pomorskie",97962,295827,2021-03-29
2021-03-30,"łódzkie",138175,394559,2021-03-29
2021-03-30,"lubelskie",117295,341974,2021-03-29
2021-03-30,"lubuskie",48449,148992,2021-03-29
2021-03-30,"małopolskie",162759,487299,2021-03-29
2021-03-30,"mazowieckie",312209,931026,2021-03-29
2021-03-30,"opolskie",50720,150467,2021-03-29
2021-03-30,"podkarpackie",104456,313636,2021-03-29
2021-03-30,"podlaskie",67256,201820,2021-03-29
2021-03-30,"pomorskie",134982,394608,2021-03-29
2021-03-30,"śląskie",214838,637825,2021-03-29
2021-03-30,"świętokrzyskie",57628,171569,2021-03-29
2021-03-30,"warmińsko.mazurskie",69607,216717,2021-03-29
2021-03-30,"wielkopolskie",168956,510185,2021-03-29
2021-03-30,"zachodniopomorskie",85685,253756,2021-03-29
2021-03-31,"cały kraj",2017895,6075830,2021-03-30
2021-03-31,"dolnośląskie",172291,517811,2021-03-30
2021-03-31,"kujawsko.pomorskie",98271,301801,2021-03-30
2021-03-31,"łódzkie",139058,401775,2021-03-30
2021-03-31,"lubelskie",118061,349375,2021-03-30
2021-03-31,"lubuskie",48716,152171,2021-03-30
2021-03-31,"małopolskie",163638,496358,2021-03-30
2021-03-31,"mazowieckie",314659,949199,2021-03-30
2021-03-31,"opolskie",51159,153866,2021-03-30
2021-03-31,"podkarpackie",105432,320948,2021-03-30
2021-03-31,"podlaskie",68201,206057,2021-03-30
2021-03-31,"pomorskie",136509,402444,2021-03-30
2021-03-31,"śląskie",216606,649869,2021-03-30
2021-03-31,"świętokrzyskie",57800,174966,2021-03-30
2021-03-31,"warmińsko.mazurskie",70387,221024,2021-03-30
2021-03-31,"wielkopolskie",170904,519581,2021-03-30
2021-03-31,"zachodniopomorskie",86203,258585,2021-03-30
2021-04-01,"cały kraj",2038439,6264383,2021-03-31
2021-04-01,"dolnośląskie",174022,532957,2021-03-31
2021-04-01,"kujawsko.pomorskie",98750,310552,2021-03-31
2021-04-01,"łódzkie",140205,413941,2021-03-31
2021-04-01,"lubelskie",119628,360556,2021-03-31
2021-04-01,"lubuskie",49256,157940,2021-03-31
2021-04-01,"małopolskie",164962,512077,2021-03-31
2021-04-01,"mazowieckie",317418,978301,2021-03-31
2021-04-01,"opolskie",51733,158558,2021-03-31
2021-04-01,"podkarpackie",106699,331932,2021-03-31
2021-04-01,"podlaskie",69194,212599,2021-03-31
2021-04-01,"pomorskie",138136,414127,2021-03-31
2021-04-01,"śląskie",218603,670493,2021-03-31
2021-04-01,"świętokrzyskie",58106,180050,2021-03-31
2021-04-01,"warmińsko.mazurskie",71300,228489,2021-03-31
2021-04-01,"wielkopolskie",173371,535449,2021-03-31
2021-04-01,"zachodniopomorskie",87056,266362,2021-03-31
2021-04-02,"cały kraj",2056979,6455811,2021-04-01
2021-04-02,"dolnośląskie",175986,546902,2021-04-01
2021-04-02,"kujawsko.pomorskie",99570,320819,2021-04-01
2021-04-02,"łódzkie",141060,424982,2021-04-01
2021-04-02,"lubelskie",120911,371359,2021-04-01
2021-04-02,"lubuskie",49677,163540,2021-04-01
2021-04-02,"małopolskie",165907,526408,2021-04-01
2021-04-02,"mazowieckie",319792,1008277,2021-04-01
2021-04-02,"opolskie",52093,163271,2021-04-01
2021-04-02,"podkarpackie",108023,342927,2021-04-01
2021-04-02,"podlaskie",70187,219221,2021-04-01
2021-04-02,"pomorskie",139784,424966,2021-04-01
2021-04-02,"śląskie",220097,693074,2021-04-01
2021-04-02,"świętokrzyskie",58474,185661,2021-04-01
2021-04-02,"warmińsko.mazurskie",72153,236098,2021-04-01
2021-04-02,"wielkopolskie",175438,552897,2021-04-01
2021-04-02,"zachodniopomorskie",87827,275409,2021-04-01
2021-04-03,"cały kraj",2068778,6607638,2021-04-02
2021-04-03,"dolnośląskie",177340,557868,2021-04-02
2021-04-03,"kujawsko.pomorskie",99767,327249,2021-04-02
2021-04-03,"łódzkie",141510,435129,2021-04-02
2021-04-03,"lubelskie",121607,379435,2021-04-02
2021-04-03,"lubuskie",50111,168901,2021-04-02
2021-04-03,"małopolskie",167023,537314,2021-04-02
2021-04-03,"mazowieckie",321429,1030637,2021-04-02
2021-04-03,"opolskie",52333,166332,2021-04-02
2021-04-03,"podkarpackie",108760,352248,2021-04-02
2021-04-03,"podlaskie",71003,224967,2021-04-02
2021-04-03,"pomorskie",140815,434458,2021-04-02
2021-04-03,"śląskie",221246,711426,2021-04-02
2021-04-03,"świętokrzyskie",58692,189798,2021-04-02
2021-04-03,"warmińsko.mazurskie",72599,241403,2021-04-02
2021-04-03,"wielkopolskie",176303,567074,2021-04-02
2021-04-03,"zachodniopomorskie",88240,283399,2021-04-02
2021-04-04,"cały kraj",2071695,6646103,2021-04-03
2021-04-04,"dolnośląskie",177451,560264,2021-04-03
2021-04-04,"kujawsko.pomorskie",99936,329222,2021-04-03
2021-04-04,"łódzkie",141636,437669,2021-04-03
2021-04-04,"lubelskie",121712,380284,2021-04-03
2021-04-04,"lubuskie",50222,171282,2021-04-03
2021-04-04,"małopolskie",167061,539458,2021-04-03
2021-04-04,"mazowieckie",321884,1038635,2021-04-03
2021-04-04,"opolskie",52375,166925,2021-04-03
2021-04-04,"podkarpackie",108782,355737,2021-04-03
2021-04-04,"podlaskie",71360,225804,2021-04-03
2021-04-04,"pomorskie",141276,437059,2021-04-03
2021-04-04,"śląskie",221904,714893,2021-04-03
2021-04-04,"świętokrzyskie",58692,190299,2021-04-03
2021-04-04,"warmińsko.mazurskie",72645,242175,2021-04-03
2021-04-04,"wielkopolskie",176456,570676,2021-04-03
2021-04-04,"zachodniopomorskie",88303,285721,2021-04-03
2021-04-05,"cały kraj",2072109,6651452,2021-04-04
2021-04-05,"dolnośląskie",177451,561176,2021-04-04
2021-04-05,"kujawsko.pomorskie",99956,329249,2021-04-04
2021-04-05,"łódzkie",141636,437691,2021-04-04
2021-04-05,"lubelskie",121712,380284,2021-04-04
2021-04-05,"lubuskie",50222,171562,2021-04-04
2021-04-05,"małopolskie",167090,539671,2021-04-04
2021-04-05,"mazowieckie",321922,1040283,2021-04-04
2021-04-05,"opolskie",52375,166925,2021-04-04
2021-04-05,"podkarpackie",108783,355900,2021-04-04
2021-04-05,"podlaskie",71403,225865,2021-04-04
2021-04-05,"pomorskie",141281,437598,2021-04-04
2021-04-05,"śląskie",222150,715806,2021-04-04
2021-04-05,"świętokrzyskie",58721,190339,2021-04-04
2021-04-05,"warmińsko.mazurskie",72645,242400,2021-04-04
2021-04-05,"wielkopolskie",176458,570980,2021-04-04
2021-04-05,"zachodniopomorskie",88304,285723,2021-04-04
2021-04-06,"cały kraj",2072808,6657927,2021-04-05
2021-04-06,"dolnośląskie",177460,562220,2021-04-05
2021-04-06,"kujawsko.pomorskie",99968,329277,2021-04-05
2021-04-06,"łódzkie",141718,438019,2021-04-05
2021-04-06,"lubelskie",121728,380308,2021-04-05
2021-04-06,"lubuskie",50228,171603,2021-04-05
2021-04-06,"małopolskie",167091,539792,2021-04-05
2021-04-06,"mazowieckie",322240,1041399,2021-04-05
2021-04-06,"opolskie",52375,166925,2021-04-05
2021-04-06,"podkarpackie",108800,356276,2021-04-05
2021-04-06,"podlaskie",71405,225944,2021-04-05
2021-04-06,"pomorskie",141309,437934,2021-04-05
2021-04-06,"śląskie",222268,717650,2021-04-05
2021-04-06,"świętokrzyskie",58750,190525,2021-04-05
2021-04-06,"warmińsko.mazurskie",72645,242542,2021-04-05
2021-04-06,"wielkopolskie",176487,571304,2021-04-05
2021-04-06,"zachodniopomorskie",88336,286209,2021-04-05
2021-04-07,"cały kraj",2081482,6782765,2021-04-06
2021-04-07,"dolnośląskie",178582,573580,2021-04-06
2021-04-07,"kujawsko.pomorskie",100008,336434,2021-04-06
2021-04-07,"łódzkie",142049,445813,2021-04-06
2021-04-07,"lubelskie",121959,386825,2021-04-06
2021-04-07,"lubuskie",50550,175304,2021-04-06
2021-04-07,"małopolskie",167817,549458,2021-04-06
2021-04-07,"mazowieckie",323326,1060391,2021-04-06
2021-04-07,"opolskie",52572,169969,2021-04-06
2021-04-07,"podkarpackie",109105,362240,2021-04-06
2021-04-07,"podlaskie",71947,230269,2021-04-06
2021-04-07,"pomorskie",142102,446311,2021-04-06
2021-04-07,"śląskie",222808,731387,2021-04-06
2021-04-07,"świętokrzyskie",58866,193703,2021-04-06
2021-04-07,"warmińsko.mazurskie",73071,246738,2021-04-06
2021-04-07,"wielkopolskie",178023,582364,2021-04-06
2021-04-07,"zachodniopomorskie",88697,291979,2021-04-06
2021-04-08,"cały kraj",2088768,6990731,2021-04-07
2021-04-08,"dolnośląskie",179189,591144,2021-04-07
2021-04-08,"kujawsko.pomorskie",100110,347363,2021-04-07
2021-04-08,"łódzkie",142333,459564,2021-04-07
2021-04-08,"lubelskie",122375,398757,2021-04-07
2021-04-08,"lubuskie",50749,181257,2021-04-07
2021-04-08,"małopolskie",168150,565376,2021-04-07
2021-04-08,"mazowieckie",324327,1092948,2021-04-07
2021-04-08,"opolskie",52820,174415,2021-04-07
2021-04-08,"podkarpackie",109619,371334,2021-04-07
2021-04-08,"podlaskie",72106,236266,2021-04-07
2021-04-08,"pomorskie",142448,458002,2021-04-07
2021-04-08,"śląskie",223634,758256,2021-04-07
2021-04-08,"świętokrzyskie",59022,199542,2021-04-07
2021-04-08,"warmińsko.mazurskie",73548,253852,2021-04-07
2021-04-08,"wielkopolskie",179323,600752,2021-04-07
2021-04-08,"zachodniopomorskie",89015,301903,2021-04-07
2021-04-09,"cały kraj",2094895,7253853,2021-04-08
2021-04-09,"dolnośląskie",179597,612224,2021-04-08
2021-04-09,"kujawsko.pomorskie",100471,360131,2021-04-08
2021-04-09,"łódzkie",142707,478081,2021-04-08
2021-04-09,"lubelskie",122825,413070,2021-04-08
2021-04-09,"lubuskie",50978,188693,2021-04-08
2021-04-09,"małopolskie",168537,585573,2021-04-08
2021-04-09,"mazowieckie",325186,1132389,2021-04-08
2021-04-09,"opolskie",53136,180670,2021-04-08
2021-04-09,"podkarpackie",110085,384116,2021-04-08
2021-04-09,"podlaskie",72282,244108,2021-04-08
2021-04-09,"pomorskie",142829,474552,2021-04-08
2021-04-09,"śląskie",224208,792511,2021-04-08
2021-04-09,"świętokrzyskie",59111,207136,2021-04-08
2021-04-09,"warmińsko.mazurskie",73974,263410,2021-04-08
2021-04-09,"wielkopolskie",179796,622987,2021-04-08
2021-04-09,"zachodniopomorskie",89173,314202,2021-04-08
2021-04-10,"cały kraj",2099870,7475010,2021-04-09
2021-04-10,"dolnośląskie",179891,630814,2021-04-09
2021-04-10,"kujawsko.pomorskie",100751,370300,2021-04-09
2021-04-10,"łódzkie",142970,492655,2021-04-09
2021-04-10,"lubelskie",123178,425668,2021-04-09
2021-04-10,"lubuskie",51048,195447,2021-04-09
2021-04-10,"małopolskie",168972,602511,2021-04-09
2021-04-10,"mazowieckie",325868,1165748,2021-04-09
2021-04-10,"opolskie",53409,185792,2021-04-09
2021-04-10,"podkarpackie",110400,394912,2021-04-09
2021-04-10,"podlaskie",72423,251087,2021-04-09
2021-04-10,"pomorskie",143065,487403,2021-04-09
2021-04-10,"śląskie",224749,822519,2021-04-09
2021-04-10,"świętokrzyskie",59206,212798,2021-04-09
2021-04-10,"warmińsko.mazurskie",74275,270879,2021-04-09
2021-04-10,"wielkopolskie",180211,642041,2021-04-09
2021-04-10,"zachodniopomorskie",89454,324436,2021-04-09
2021-04-11,"cały kraj",2104260,7624894,2021-04-10
2021-04-11,"dolnośląskie",180031,643274,2021-04-10
2021-04-11,"kujawsko.pomorskie",100831,377275,2021-04-10
2021-04-11,"łódzkie",143039,501148,2021-04-10
2021-04-11,"lubelskie",123368,430409,2021-04-10
2021-04-11,"lubuskie",51185,200121,2021-04-10
2021-04-11,"małopolskie",169271,614847,2021-04-10
2021-04-11,"mazowieckie",326456,1188979,2021-04-10
2021-04-11,"opolskie",53606,188091,2021-04-10
2021-04-11,"podkarpackie",110977,402859,2021-04-10
2021-04-11,"podlaskie",73183,255070,2021-04-10
2021-04-11,"pomorskie",143162,496044,2021-04-10
2021-04-11,"śląskie",225105,846507,2021-04-10
2021-04-11,"świętokrzyskie",59558,217069,2021-04-10
2021-04-11,"warmińsko.mazurskie",74352,275721,2021-04-10
2021-04-11,"wielkopolskie",180611,655279,2021-04-10
2021-04-11,"zachodniopomorskie",89525,332201,2021-04-10
2021-04-12,"cały kraj",2105259,7677229,2021-04-11
2021-04-12,"dolnośląskie",180043,649943,2021-04-11
2021-04-12,"kujawsko.pomorskie",100885,378573,2021-04-11
2021-04-12,"łódzkie",143051,504306,2021-04-11
2021-04-12,"lubelskie",123464,431598,2021-04-11
2021-04-12,"lubuskie",51221,202383,2021-04-11
2021-04-12,"małopolskie",169347,618390,2021-04-11
2021-04-12,"mazowieckie",326582,1198746,2021-04-11
2021-04-12,"opolskie",53726,188296,2021-04-11
2021-04-12,"podkarpackie",111044,405315,2021-04-11
2021-04-12,"podlaskie",73205,256316,2021-04-11
2021-04-12,"pomorskie",143413,497753,2021-04-11
2021-04-12,"śląskie",225183,855341,2021-04-11
2021-04-12,"świętokrzyskie",59558,217657,2021-04-11
2021-04-12,"warmińsko.mazurskie",74352,277589,2021-04-11
2021-04-12,"wielkopolskie",180650,659732,2021-04-11
2021-04-12,"zachodniopomorskie",89535,335291,2021-04-11
2021-04-13,"cały kraj",2112323,7773590,2021-04-12
2021-04-13,"dolnośląskie",180629,658426,2021-04-12
2021-04-13,"kujawsko.pomorskie",101097,383422,2021-04-12
2021-04-13,"łódzkie",143496,510191,2021-04-12
2021-04-13,"lubelskie",123862,436891,2021-04-12
2021-04-13,"lubuskie",51489,204973,2021-04-12
2021-04-13,"małopolskie",169622,625651,2021-04-12
2021-04-13,"mazowieckie",328082,1214601,2021-04-12
2021-04-13,"opolskie",54249,190773,2021-04-12
2021-04-13,"podkarpackie",111358,408984,2021-04-12
2021-04-13,"podlaskie",73217,257792,2021-04-12
2021-04-13,"pomorskie",143922,503714,2021-04-12
2021-04-13,"śląskie",226022,868562,2021-04-12
2021-04-13,"świętokrzyskie",59639,220082,2021-04-12
2021-04-13,"warmińsko.mazurskie",74635,281167,2021-04-12
2021-04-13,"wielkopolskie",181246,668467,2021-04-12
2021-04-13,"zachodniopomorskie",89758,339894,2021-04-12
2021-04-14,"cały kraj",2137979,7958729,2021-04-13
2021-04-14,"dolnośląskie",184753,673446,2021-04-13
2021-04-14,"kujawsko.pomorskie",102463,393874,2021-04-13
2021-04-14,"łódzkie",144928,522387,2021-04-13
2021-04-14,"lubelskie",125381,447175,2021-04-13
2021-04-14,"lubuskie",52301,210257,2021-04-13
2021-04-14,"małopolskie",170822,640348,2021-04-13
2021-04-14,"mazowieckie",332104,1244484,2021-04-13
2021-04-14,"opolskie",55044,195102,2021-04-13
2021-04-14,"podkarpackie",112418,416397,2021-04-13
2021-04-14,"podlaskie",73922,263080,2021-04-13
2021-04-14,"pomorskie",145453,515040,2021-04-13
2021-04-14,"śląskie",229099,891908,2021-04-13
2021-04-14,"świętokrzyskie",60291,225028,2021-04-13
2021-04-14,"warmińsko.mazurskie",75437,287325,2021-04-13
2021-04-14,"wielkopolskie",182857,684283,2021-04-13
2021-04-14,"zachodniopomorskie",90706,348595,2021-04-13
2021-04-15,"cały kraj",2188920,8211057,2021-04-14
2021-04-15,"dolnośląskie",186915,694554,2021-04-14
2021-04-15,"kujawsko.pomorskie",105346,406701,2021-04-14
2021-04-15,"łódzkie",148541,539836,2021-04-14
2021-04-15,"lubelskie",128925,460811,2021-04-14
2021-04-15,"lubuskie",53980,217405,2021-04-14
2021-04-15,"małopolskie",174696,660909,2021-04-14
2021-04-15,"mazowieckie",339914,1283013,2021-04-14
2021-04-15,"opolskie",56641,201038,2021-04-14
2021-04-15,"podkarpackie",115307,427770,2021-04-14
2021-04-15,"podlaskie",75990,272030,2021-04-14
2021-04-15,"pomorskie",148672,529644,2021-04-14
2021-04-15,"śląskie",234626,920864,2021-04-14
2021-04-15,"świętokrzyskie",61797,232105,2021-04-14
2021-04-15,"warmińsko.mazurskie",77678,296277,2021-04-14
2021-04-15,"wielkopolskie",187199,707111,2021-04-14
2021-04-15,"zachodniopomorskie",92693,360989,2021-04-14
2021-04-16,"cały kraj",2246739,8471780,2021-04-15
2021-04-16,"dolnośląskie",191326,716368,2021-04-15
2021-04-16,"kujawsko.pomorskie",107925,420834,2021-04-15
2021-04-16,"łódzkie",152403,557332,2021-04-15
2021-04-16,"lubelskie",132697,475617,2021-04-15
2021-04-16,"lubuskie",55619,224340,2021-04-15
2021-04-16,"małopolskie",179583,682667,2021-04-15
2021-04-16,"mazowieckie",348217,1320647,2021-04-15
2021-04-16,"opolskie",58500,207638,2021-04-15
2021-04-16,"podkarpackie",118751,440726,2021-04-15
2021-04-16,"podlaskie",78441,280822,2021-04-15
2021-04-16,"pomorskie",152003,545850,2021-04-15
2021-04-16,"śląskie",241378,951781,2021-04-15
